n,seed,alpha,method,obj,runtime,n_cuts,status,mip_gap,n_callbacks,callback_time,n_iterations,heur_runtime,heur_value,heur_status,heur_pool_size,solver_runtime,coalitions,n_coalitions,avg_coalition_size,css_feasible,n_lifted_added,n_basic_added,n_value_evals,heur_phase1_time,heur_phase2_time,heur_core_checks,heur_core_feasible,heur_coalitions,heur_payoffs,payoffs,timestamp
2,44,1.0,lazy_McC,1365.0,0.019,2,optimal,0.0,13,0.0,,,,,,,"[(0, 1)]",1,2.0,True,2,0,2,,,,,,,"{""0"": 569.0, ""1"": 796.0}",07-24 16:00:45
2,44,1.0,lazy_DL,1365.0,0.017,2,optimal,0.0,8,0.0010075569152832031,,,,,,,"[(0, 1)]",1,2.0,True,2,0,2,,,,,,,"{""0"": 594.0, ""1"": 771.0}",07-24 16:00:45
2,44,1.0,lazy_MIP_McC,1365.0,0.014,2,optimal,0.0,13,0.0,,,,,,,"[(0, 1)]",1,2.0,True,2,0,2,,,,,,,"{""0"": 569.0, ""1"": 796.0}",07-24 16:00:45
2,44,1.0,lazy_MIP_DL,1365.0,0.012,2,optimal,0.0,8,0.0010006427764892578,,,,,,,"[(0, 1)]",1,2.0,True,2,0,2,,,,,,,"{""0"": 594.0, ""1"": 771.0}",07-24 16:00:45
2,44,1.0,lazy_MIP_basic_McC,1365.0,0.018,2,optimal,0.0,13,0.0019960403442382812,,,,,,,"[(0, 1)]",1,2.0,True,0,2,2,,,,,,,"{""0"": 569.0, ""1"": 796.0}",07-24 16:00:45
4,46,0.5,OCS_McC,3037.0000050909093,0.257,0,optimal,0.0,,,,,,,,,"[(1,), (2,), (0, 3)]",3,1.33,,,,,,,,,,,"{""0"": 1596.0, ""1"": 723.0, ""2"": 718.0, ""3"": 0.0}",07-24 16:00:45
4,46,0.5,OCS_DL,3037.0,0.111,0,optimal,0.0,,,,,,,,,"[(1,), (2,), (0, 3)]",3,1.33,,,,,,,,,,,"{""0"": 1596.0, ""1"": 723.0, ""2"": 718.0, ""3"": 0.0}",07-24 16:00:45
4,46,0.5,enum_McC,3037.0000050909093,0.753,2,optimal,,,,3,,,,,,"[(1,), (2,), (0, 3)]",3,1.33,True,,,4,,,,,,,"{""0"": 721.0, ""1"": 723.0, ""2"": 718.0, ""3"": 875.0}",07-24 16:00:46
4,46,0.5,enum_DL,3037.0,0.266,1,optimal,,,,2,,,,,,"[(1,), (2,), (0, 3)]",3,1.33,True,,,4,,,,,,,"{""0"": 721.0, ""1"": 723.0, ""2"": 718.0, ""3"": 875.0}",07-24 16:00:46
4,46,0.5,lazy_McC,3037.0,0.197,7,optimal,0.0,17,0.01904773712158203,,,,,,,"[(1,), (2,), (0, 3)]",3,1.33,True,5,2,14,,,,,,,"{""0"": 721.0, ""1"": 723.0, ""2"": 718.0, ""3"": 875.0}",07-24 16:00:47
4,46,0.5,lazy_DL,3037.0,0.299,11,optimal,0.0,18,0.018584012985229492,,,,,,,"[(1,), (2,), (0, 3)]",3,1.33,True,8,3,14,,,,,,,"{""0"": 687.0, ""1"": 723.0, ""2"": 718.0, ""3"": 909.0}",07-24 16:00:47
4,46,0.5,lazy_MIP_McC,3037.0,0.238,7,optimal,0.0,17,0.021489381790161133,,,,,,,"[(1,), (2,), (0, 3)]",3,1.33,True,5,2,14,,,,,,,"{""0"": 721.0, ""1"": 723.0, ""2"": 718.0, ""3"": 875.0}",07-24 16:00:47
4,46,0.5,lazy_MIP_DL,3037.0,0.294,11,optimal,0.0,18,0.009741544723510742,,,,,,,"[(1,), (2,), (0, 3)]",3,1.33,True,8,3,14,,,,,,,"{""0"": 687.0, ""1"": 723.0, ""2"": 718.0, ""3"": 909.0}",07-24 16:00:48
4,46,0.5,lazy_MIP_basic_McC,3037.0,0.218,7,optimal,0.0,17,0.021038532257080078,,,,,,,"[(1,), (2,), (0, 3)]",3,1.33,True,0,7,14,,,,,,,"{""0"": 721.0, ""1"": 723.0, ""2"": 718.0, ""3"": 875.0}",07-24 16:00:48
4,46,1.0,OCS_McC,3105.0,0.086,0,optimal,5.947152686295104e-05,,,,,,,,,"[(0, 1, 2, 3)]",1,4.0,,,,,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 3105.0, ""3"": 0.0}",07-24 16:00:49
4,46,1.0,OCS_DL,3105.0,0.056,0,optimal,6.441223832536967e-05,,,,,,,,,"[(0, 1, 2, 3)]",1,4.0,,,,,,,,,,,"{""0"": 3105.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0}",07-24 16:00:49
4,46,1.0,enum_McC,3105.0,0.52,14,optimal,,,,5,,,,,,"[(0, 1, 2, 3)]",1,4.0,True,,,14,,,,,,,"{""0"": 714.0, ""1"": 745.0, ""2"": 743.0, ""3"": 903.0}",07-24 16:00:49
4,46,1.0,enum_DL,3105.0,0.318,14,optimal,,,,4,,,,,,"[(0, 1, 2, 3)]",1,4.0,True,,,14,,,,,,,"{""0"": 706.0, ""1"": 753.0, ""2"": 744.0, ""3"": 902.0}",07-24 16:00:49
4,46,1.0,lazy_McC,3105.0,0.131,14,optimal,0.0,15,0.01643824577331543,,,,,,,"[(0, 1, 2, 3)]",1,4.0,True,14,0,14,,,,,,,"{""0"": 714.0, ""1"": 745.0, ""2"": 743.0, ""3"": 903.0}",07-24 16:00:50
4,46,1.0,lazy_DL,3105.0,0.156,21,optimal,0.0,17,0.009476423263549805,,,,,,,"[(0, 1, 2, 3)]",1,4.0,True,21,0,14,,,,,,,"{""0"": 714.0, ""1"": 725.0, ""2"": 741.0, ""3"": 925.0}",07-24 16:00:50
4,46,1.0,lazy_MIP_McC,3105.0,0.135,14,optimal,0.0,15,0.014032125473022461,,,,,,,"[(0, 1, 2, 3)]",1,4.0,True,14,0,14,,,,,,,"{""0"": 714.0, ""1"": 745.0, ""2"": 743.0, ""3"": 903.0}",07-24 16:00:50
4,46,1.0,lazy_MIP_DL,3105.0,0.204,21,optimal,0.0,17,0.03042912483215332,,,,,,,"[(0, 1, 2, 3)]",1,4.0,True,21,0,14,,,,,,,"{""0"": 714.0, ""1"": 725.0, ""2"": 741.0, ""3"": 925.0}",07-24 16:00:50
4,46,1.0,lazy_MIP_basic_McC,3105.0,0.137,14,optimal,0.0,14,0.019751548767089844,,,,,,,"[(0, 1, 2, 3)]",1,4.0,True,0,14,14,,,,,,,"{""0"": 714.0, ""1"": 745.0, ""2"": 743.0, ""3"": 903.0}",07-24 16:00:51
6,48,0.5,OCS_McC,3622.0,0.314,0,optimal,0.0,,,,,,,,,"[(2,), (3,), (0, 1), (4, 5)]",4,1.5,,,,,,,,,,,"{""0"": 1364.0, ""1"": 0.0, ""2"": 608.0, ""3"": 573.0, ""4"": 1077.0, ""5"": 0.0}",07-24 16:00:51
6,48,0.5,OCS_DL,3622.0,0.418,0,optimal,0.0,,,,,,,,,"[(2,), (3,), (0, 1), (4, 5)]",4,1.5,,,,,,,,,,,"{""0"": 1364.0, ""1"": 0.0, ""2"": 608.0, ""3"": 573.0, ""4"": 1077.0, ""5"": 0.0}",07-24 16:00:51
6,48,0.5,enum_McC,3622.0,1.033,4,optimal,,,,3,,,,,,"[(2,), (3,), (0, 1), (4, 5)]",4,1.5,True,,,6,,,,,,,"{""0"": 796.0, ""1"": 568.0, ""2"": 608.0, ""3"": 573.0, ""4"": 682.0, ""5"": 395.0}",07-24 16:00:52
6,48,0.5,enum_DL,3622.0,0.772,2,optimal,,,,2,,,,,,"[(2,), (3,), (0, 1), (4, 5)]",4,1.5,True,,,6,,,,,,,"{""0"": 800.0, ""1"": 564.0, ""2"": 608.0, ""3"": 573.0, ""4"": 702.0, ""5"": 375.0}",07-24 16:00:53
6,48,0.5,lazy_McC,3622.0,0.486,35,optimal,0.0,18,0.06760597229003906,,,,,,,"[(2,), (3,), (0, 1), (4, 5)]",4,1.5,True,12,23,62,,,,,,,"{""0"": 800.0, ""1"": 564.0, ""2"": 608.0, ""3"": 573.0, ""4"": 702.0, ""5"": 375.0}",07-24 16:00:54
6,48,0.5,lazy_DL,3622.0,0.454,33,optimal,0.0,12,0.09614133834838867,,,,,,,"[(2,), (3,), (0, 1), (4, 5)]",4,1.5,True,10,23,62,,,,,,,"{""0"": 800.0, ""1"": 564.0, ""2"": 608.0, ""3"": 573.0, ""4"": 682.0, ""5"": 395.0}",07-24 16:00:54
6,48,0.5,lazy_MIP_McC,3622.0,0.548,35,optimal,0.0,18,0.10088586807250977,,,,,,,"[(2,), (3,), (0, 1), (4, 5)]",4,1.5,True,12,23,62,,,,,,,"{""0"": 800.0, ""1"": 564.0, ""2"": 608.0, ""3"": 573.0, ""4"": 702.0, ""5"": 375.0}",07-24 16:00:55
6,48,0.5,lazy_MIP_DL,3622.0,0.611,33,optimal,0.0,12,0.09161758422851562,,,,,,,"[(2,), (3,), (0, 1), (4, 5)]",4,1.5,True,10,23,62,,,,,,,"{""0"": 800.0, ""1"": 564.0, ""2"": 608.0, ""3"": 573.0, ""4"": 682.0, ""5"": 395.0}",07-24 16:00:56
6,48,0.5,lazy_MIP_basic_McC,3622.0,0.511,35,optimal,0.0,18,0.08873581886291504,,,,,,,"[(2,), (3,), (0, 1), (4, 5)]",4,1.5,True,0,35,62,,,,,,,"{""0"": 800.0, ""1"": 564.0, ""2"": 608.0, ""3"": 573.0, ""4"": 702.0, ""5"": 375.0}",07-24 16:00:56
6,48,1.0,OCS_McC,3696.0,0.146,0,optimal,8.916327233367518e-05,,,,,,,,,"[(0, 1, 2, 3, 4, 5)]",1,6.0,,,,,,,,,,,"{""0"": 3696.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0}",07-24 16:00:58
6,48,1.0,OCS_DL,3696.0,0.086,0,optimal,0.0,,,,,,,,,"[(0, 1, 2, 3, 4, 5)]",1,6.0,,,,,,,,,,,"{""0"": 3696.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0}",07-24 16:00:58
6,48,1.0,enum_McC,3696.0,0.837,54,optimal,,,,4,,,,,,"[(0, 1, 2, 3, 4, 5)]",1,6.0,True,,,62,,,,,,,"{""0"": 805.0, ""1"": 586.0, ""2"": 628.0, ""3"": 597.0, ""4"": 701.0, ""5"": 379.0}",07-24 16:00:58
6,48,1.0,enum_DL,3696.0,0.552,50,optimal,,,,4,,,,,,"[(0, 1, 2, 3, 4, 5)]",1,6.0,True,,,62,,,,,,,"{""0"": 805.6667, ""1"": 585.6667, ""2"": 627.6667, ""3"": 600.0, ""4"": 701.3333, ""5"": 375.6667}",07-24 16:00:59
6,48,1.0,lazy_McC,3696.0000000000005,0.368,54,optimal,0.0,18,0.0645742416381836,,,,,,,"[(0, 1, 2, 3, 4, 5)]",1,6.0,True,54,0,62,,,,,,,"{""0"": 807.0, ""1"": 584.3333, ""2"": 628.3333, ""3"": 599.3333, ""4"": 700.6667, ""5"": 376.3333}",07-24 16:01:00
6,48,1.0,lazy_DL,3696.0,0.316,71,optimal,0.0,18,0.06793498992919922,,,,,,,"[(0, 1, 2, 3, 4, 5)]",1,6.0,True,71,0,62,,,,,,,"{""0"": 807.0, ""1"": 584.0, ""2"": 628.0, ""3"": 597.0, ""4"": 701.0, ""5"": 379.0}",07-24 16:01:00
6,48,1.0,lazy_MIP_McC,3696.0000000000005,0.351,54,optimal,0.0,18,0.09829378128051758,,,,,,,"[(0, 1, 2, 3, 4, 5)]",1,6.0,True,54,0,62,,,,,,,"{""0"": 807.0, ""1"": 584.3333, ""2"": 628.3333, ""3"": 599.3333, ""4"": 700.6667, ""5"": 376.3333}",07-24 16:01:01
6,48,1.0,lazy_MIP_DL,3696.0,0.332,71,optimal,0.0,18,0.08362746238708496,,,,,,,"[(0, 1, 2, 3, 4, 5)]",1,6.0,True,71,0,62,,,,,,,"{""0"": 807.0, ""1"": 584.0, ""2"": 628.0, ""3"": 597.0, ""4"": 701.0, ""5"": 379.0}",07-24 16:01:01
6,48,1.0,lazy_MIP_basic_McC,3695.9999999999995,0.309,56,optimal,5.411255411262794e-05,17,0.0758211612701416,,,,,,,"[(0, 1, 2, 3, 4, 5)]",1,6.0,True,0,56,62,,,,,,,"{""0"": 807.0, ""1"": 585.6667, ""2"": 627.6667, ""3"": 598.6667, ""4"": 701.3333, ""5"": 375.6667}",07-24 16:01:01
8,50,0.5,OCS_McC,5487.0,1.5,0,optimal,0.0,,,,,,,,,"[(0, 5), (1, 3), (2, 6), (4, 7)]",4,2.0,,,,,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1333.0, ""4"": 0.0, ""5"": 1507.0, ""6"": 1198.0, ""7"": 1449.0}",07-24 16:01:03
8,50,0.5,OCS_DL,5487.0,1.402,0,optimal,0.0,,,,,,,,,"[(0, 5), (1, 3), (2, 6), (4, 7)]",4,2.0,,,,,,,,,,,"{""0"": 1507.0, ""1"": 1333.0, ""2"": 1198.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 1449.0}",07-24 16:01:04
8,50,0.5,enum_McC,5487.0,3.195,4,optimal,,,,2,,,,,,"[(0, 5), (1, 3), (2, 6), (4, 7)]",4,2.0,True,,,8,,,,,,,"{""0"": 737.0, ""1"": 612.0, ""2"": 556.0, ""3"": 721.0, ""4"": 672.0, ""5"": 770.0, ""6"": 642.0, ""7"": 777.0}",07-24 16:01:06
8,50,0.5,enum_DL,5487.0,3.107,4,optimal,,,,2,,,,,,"[(0, 5), (1, 3), (2, 6), (4, 7)]",4,2.0,True,,,8,,,,,,,"{""0"": 749.0, ""1"": 616.0, ""2"": 578.0, ""3"": 717.0, ""4"": 672.0, ""5"": 758.0, ""6"": 620.0, ""7"": 777.0}",07-24 16:01:09
8,50,0.5,lazy_McC,5487.0,2.165,158,optimal,0.0,20,0.4533803462982178,,,,,,,"[(0, 5), (1, 3), (2, 6), (4, 7)]",4,2.0,True,47,111,254,,,,,,,"{""0"": 737.0, ""1"": 612.0, ""2"": 556.0, ""3"": 721.0, ""4"": 672.0, ""5"": 770.0, ""6"": 642.0, ""7"": 777.0}",07-24 16:01:12
8,50,0.5,lazy_DL,5487.0,6.421,154,optimal,0.0,29,0.49853515625,,,,,,,"[(0, 5), (1, 3), (2, 6), (4, 7)]",4,2.0,True,37,117,254,,,,,,,"{""0"": 737.0, ""1"": 612.0, ""2"": 578.0, ""3"": 721.0, ""4"": 672.0, ""5"": 770.0, ""6"": 620.0, ""7"": 777.0}",07-24 16:01:14
8,50,0.5,lazy_MIP_McC,5487.0,2.336,158,optimal,0.0,20,0.6135571002960205,,,,,,,"[(0, 5), (1, 3), (2, 6), (4, 7)]",4,2.0,True,47,111,254,,,,,,,"{""0"": 737.0, ""1"": 612.0, ""2"": 556.0, ""3"": 721.0, ""4"": 672.0, ""5"": 770.0, ""6"": 642.0, ""7"": 777.0}",07-24 16:01:21
8,50,0.5,lazy_MIP_DL,5487.0,6.524,154,optimal,0.0,29,0.5668015480041504,,,,,,,"[(0, 5), (1, 3), (2, 6), (4, 7)]",4,2.0,True,37,117,254,,,,,,,"{""0"": 737.0, ""1"": 612.0, ""2"": 578.0, ""3"": 721.0, ""4"": 672.0, ""5"": 770.0, ""6"": 620.0, ""7"": 777.0}",07-24 16:01:23
8,50,0.5,lazy_MIP_basic_McC,5487.0,7.666,151,optimal,0.0,18,0.5054574012756348,,,,,,,"[(0, 5), (1, 3), (2, 6), (4, 7)]",4,2.0,True,0,151,254,,,,,,,"{""0"": 749.0, ""1"": 612.0, ""2"": 556.0, ""3"": 721.0, ""4"": 708.0, ""5"": 758.0, ""6"": 642.0, ""7"": 741.0}",07-24 16:01:30
8,50,1.0,OCS_McC,5609.0,0.407,0,optimal,0.0,,,,,,,,,"[(0, 1, 2, 3, 4, 5, 6, 7)]",1,8.0,,,,,,,,,,,"{""0"": 5609.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0}",07-24 16:01:42
8,50,1.0,OCS_DL,5609.0,0.217,0,optimal,3.565697985377395e-05,,,,,,,,,"[(0, 1, 2, 3, 4, 5, 6, 7)]",1,8.0,,,,,,,,,,,"{""0"": 5609.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0}",07-24 16:01:42
8,50,1.0,enum_McC,5606.0,5.39,243,optimal,,,,6,,,,,,"[(1, 3, 5), (0, 2, 4, 6, 7)]",2,4.0,True,,,254,,,,,,,"{""0"": 767.0, ""1"": 647.0, ""2"": 564.0, ""3"": 769.0, ""4"": 688.0, ""5"": 758.0, ""6"": 634.0, ""7"": 779.0}",07-24 16:01:43
8,50,1.0,enum_DL,5606.0,3.709,203,optimal,,,,6,,,,,,"[(1, 3, 5), (0, 2, 4, 6, 7)]",2,4.0,True,,,254,,,,,,,"{""0"": 767.0, ""1"": 647.0, ""2"": 564.0, ""3"": 769.0, ""4"": 691.0, ""5"": 758.0, ""6"": 642.0, ""7"": 768.0}",07-24 16:01:48
8,50,1.0,lazy_McC,5606.0,1.603,225,optimal,0.0,23,0.4184737205505371,,,,,,,"[(0, 2, 4, 7), (1, 3, 5, 6)]",2,4.0,True,225,0,254,,,,,,,"{""0"": 751.0, ""1"": 619.0, ""2"": 562.0, ""3"": 755.0, ""4"": 696.0, ""5"": 800.0, ""6"": 642.0, ""7"": 781.0}",07-24 16:01:52
8,50,1.0,lazy_DL,5606.0,3.14,271,optimal,0.0,27,0.510847806930542,,,,,,,"[(0, 2, 4, 7), (1, 3, 5, 6)]",2,4.0,True,271,0,254,,,,,,,"{""0"": 757.0, ""1"": 619.0, ""2"": 556.0, ""3"": 755.0, ""4"": 696.0, ""5"": 800.0, ""6"": 642.0, ""7"": 781.0}",07-24 16:01:54
8,50,1.0,lazy_MIP_McC,5606.0,1.76,225,optimal,0.0,23,0.4541587829589844,,,,,,,"[(0, 2, 4, 7), (1, 3, 5, 6)]",2,4.0,True,225,0,254,,,,,,,"{""0"": 751.0, ""1"": 619.0, ""2"": 562.0, ""3"": 755.0, ""4"": 696.0, ""5"": 800.0, ""6"": 642.0, ""7"": 781.0}",07-24 16:01:57
8,50,1.0,lazy_MIP_DL,5606.0,3.08,271,optimal,0.0,27,0.48538827896118164,,,,,,,"[(0, 2, 4, 7), (1, 3, 5, 6)]",2,4.0,True,271,0,254,,,,,,,"{""0"": 757.0, ""1"": 619.0, ""2"": 556.0, ""3"": 755.0, ""4"": 696.0, ""5"": 800.0, ""6"": 642.0, ""7"": 781.0}",07-24 16:01:59
8,50,1.0,lazy_MIP_basic_McC,5606.0,10.35,296,optimal,0.0,49,0.5184199810028076,,,,,,,"[(0, 2, 4, 7), (1, 3, 5, 6)]",2,4.0,True,0,296,254,,,,,,,"{""0"": 751.0, ""1"": 636.0, ""2"": 564.0, ""3"": 738.0, ""4"": 696.0, ""5"": 800.0, ""6"": 642.0, ""7"": 779.0}",07-24 16:02:02
10,52,0.5,OCS_McC,7483.0,10.742,0,optimal,9.465900485553115e-05,,,,,,,,,"[(0,), (8,), (1, 3), (2, 9), (4, 7), (5, 6)]",6,1.67,,,,,,,,,,,"{""0"": 883.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1578.0, ""4"": 0.0, ""5"": 0.0, ""6"": 1487.0, ""7"": 1450.0, ""8"": 730.0, ""9"": 1355.0}",07-24 16:02:16
10,52,0.5,OCS_DL,7483.0,4.061,0,optimal,0.0,,,,,,,,,"[(0,), (8,), (1, 3), (2, 9), (4, 7), (5, 6)]",6,1.67,,,,,,,,,,,"{""0"": 883.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1578.0, ""4"": 0.0, ""5"": 1487.0, ""6"": 0.0, ""7"": 1450.0, ""8"": 730.0, ""9"": 1355.0}",07-24 16:02:27
10,52,0.5,enum_McC,7483.0,13.481,4,optimal,,,,2,,,,,,"[(0,), (8,), (1, 3), (2, 9), (4, 7), (5, 6)]",6,1.67,True,,,10,,,,,,,"{""0"": 883.0, ""1"": 840.0, ""2"": 598.0, ""3"": 738.0, ""4"": 676.0, ""5"": 797.0, ""6"": 690.0, ""7"": 774.0, ""8"": 730.0, ""9"": 757.0}",07-24 16:02:32
10,52,0.5,enum_DL,7483.0,8.46,4,optimal,,,,2,,,,,,"[(0,), (8,), (1, 3), (2, 9), (4, 7), (5, 6)]",6,1.67,True,,,10,,,,,,,"{""0"": 883.0, ""1"": 840.0, ""2"": 598.0, ""3"": 738.0, ""4"": 676.0, ""5"": 837.0, ""6"": 650.0, ""7"": 774.0, ""8"": 730.0, ""9"": 757.0}",07-24 16:02:45
10,52,0.5,lazy_McC,7483.0,11.871,136,optimal,3.340935262807125e-05,26,0.33113574981689453,,,,,,,"[(0,), (8,), (1, 3), (2, 9), (4, 7), (5, 6)]",6,1.67,True,36,100,143,,,,,,,"{""0"": 883.0, ""1"": 840.0, ""2"": 607.0, ""3"": 738.0, ""4"": 715.0, ""5"": 797.0, ""6"": 690.0, ""7"": 735.0, ""8"": 730.0, ""9"": 748.0}",07-24 16:02:54
10,52,0.5,lazy_DL,7483.0,3.063,147,optimal,0.0,21,0.2694540023803711,,,,,,,"[(0,), (8,), (1, 3), (2, 9), (4, 7), (5, 6)]",6,1.67,True,46,101,141,,,,,,,"{""0"": 883.0, ""1"": 853.0, ""2"": 598.0, ""3"": 725.0, ""4"": 715.0, ""5"": 837.0, ""6"": 650.0, ""7"": 735.0, ""8"": 730.0, ""9"": 757.0}",07-24 16:03:06
10,52,0.5,lazy_MIP_McC,7483.0,11.733,137,optimal,3.340935262807125e-05,26,0.3618607521057129,,,,,,,"[(0,), (8,), (1, 3), (2, 9), (4, 7), (5, 6)]",6,1.67,True,36,101,144,,,,,,,"{""0"": 883.0, ""1"": 840.0, ""2"": 607.0, ""3"": 738.0, ""4"": 715.0, ""5"": 797.0, ""6"": 690.0, ""7"": 735.0, ""8"": 730.0, ""9"": 748.0}",07-24 16:03:09
10,52,0.5,lazy_MIP_DL,7483.0,3.013,148,optimal,0.0,21,0.38594675064086914,,,,,,,"[(0,), (8,), (1, 3), (2, 9), (4, 7), (5, 6)]",6,1.67,True,46,102,142,,,,,,,"{""0"": 883.0, ""1"": 853.0, ""2"": 598.0, ""3"": 725.0, ""4"": 715.0, ""5"": 837.0, ""6"": 650.0, ""7"": 735.0, ""8"": 730.0, ""9"": 757.0}",07-24 16:03:21
10,52,0.5,lazy_MIP_basic_McC,7483.000002285922,10.275,156,optimal,0.0,30,0.39807796478271484,,,,,,,"[(0,), (8,), (1, 3), (2, 9), (4, 7), (5, 6)]",6,1.67,True,0,156,160,,,,,,,"{""0"": 883.0, ""1"": 853.0, ""2"": 607.0, ""3"": 725.0, ""4"": 715.0, ""5"": 797.0, ""6"": 690.0, ""7"": 735.0, ""8"": 730.0, ""9"": 748.0}",07-24 16:03:24
10,52,1.0,OCS_McC,7564.0,0.956,0,optimal,0.0,,,,,,,,,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)]",1,10.0,,,,,,,,,,,"{""0"": 7564.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",07-24 16:03:40
10,52,1.0,OCS_DL,7564.0,0.582,0,optimal,0.0,,,,,,,,,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)]",1,10.0,,,,,,,,,,,"{""0"": 7564.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",07-24 16:03:41
10,52,1.0,enum_McC,7564.0,15.344,917,optimal,,,,5,,,,,,"[(2, 5, 6), (0, 1, 3, 4, 7, 8, 9)]",2,5.0,True,,,1022,,,,,,,"{""0"": 889.0, ""1"": 858.0, ""2"": 598.0, ""3"": 747.0, ""4"": 694.0, ""5"": 797.0, ""6"": 710.0, ""7"": 763.0, ""8"": 740.0, ""9"": 768.0}",07-24 16:03:42
10,52,1.0,enum_DL,7564.0,11.835,850,optimal,,,,5,,,,,,"[(1, 3, 7, 9), (0, 2, 4, 5, 6, 8)]",2,5.0,True,,,1022,,,,,,,"{""0"": 892.0, ""1"": 865.0, ""2"": 602.0, ""3"": 747.0, ""4"": 696.0, ""5"": 817.0, ""6"": 687.0, ""7"": 768.0, ""8"": 735.0, ""9"": 755.0}",07-24 16:03:57
