n,seed,alpha,method,obj,runtime,n_cuts,status,mip_gap,n_callbacks,callback_time,n_iterations,heur_runtime,heur_value,heur_status,heur_pool_size,solver_runtime,coalitions,n_coalitions,avg_coalition_size,css_feasible,n_lifted_added,n_basic_added,n_value_evals,heur_phase1_time,heur_phase2_time,heur_core_checks,heur_core_feasible,heur_coalitions,heur_payoffs,payoffs,timestamp
26,68,1.0,OCS_McC,18033.0000796693,3600.444,0,timeout,0.0002173748302207514,,,,,,,,,"[(7, 15, 16, 17), (0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25)]",2,13.0,,,,,,,,,,,"{""0"": 15232.0001, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 2801.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0}",07-27 11:37:09
26,68,1.0,OCS_DL,18033.000623635595,3600.259,0,timeout,0.00021734465861766161,,,,,,,,,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)]",1,26.0,,,,,,,,,,,"{""0"": 18032.9983, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0023, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0}",07-27 12:37:13
26,68,1.0,lazy_McC,17996.00000725973,3601.672,6840,timeout,0.0022738382264813613,214,65.03072881698608,,,,,,,"[(12, 17, 21), (15, 20, 22), (5, 14, 23, 25), (0, 10, 11, 16, 24), (1, 2, 6, 13, 19), (3, 4, 7, 8, 9, 18)]",6,4.33,True,6840,0,11688,,,,,,,"{""0"": 788.0, ""1"": 755.0, ""2"": 637.0, ""3"": 609.0, ""4"": 851.0, ""5"": 733.0, ""6"": 755.0, ""7"": 730.0, ""8"": 884.0, ""9"": 847.0, ""10"": 468.0, ""11"": 585.0, ""12"": 703.0, ""13"": 740.0, ""14"": 525.0, ""15"": 660.0, ""16"": 820.0, ""17"": 616.0, ""18"": 760.0, ""19"": 564.0, ""20"": 735.0, ""21"": 675.0, ""22"": 671.0, ""23"": 632.0, ""24"": 737.0, ""25"": 516.0}",07-27 13:37:20
26,68,1.0,lazy_DL,18014.00000616917,3601.184,6157,timeout,0.0012723433883637366,245,42.22575664520264,,,,,,,"[(3, 4, 25), (12, 18, 19), (1, 16, 22, 24), (7, 8, 20, 21), (0, 2, 9, 13, 23), (5, 6, 10, 11, 14, 15, 17)]",6,4.33,True,6157,0,8985,,,,,,,"{""0"": 783.0, ""1"": 757.0, ""2"": 634.0, ""3"": 607.0, ""4"": 856.0, ""5"": 734.0, ""6"": 767.0, ""7"": 719.9999, ""8"": 890.0001, ""9"": 849.0, ""10"": 473.0, ""11"": 588.0, ""12"": 740.0, ""13"": 743.0, ""14"": 510.0, ""15"": 646.0, ""16"": 803.0, ""17"": 606.0, ""18"": 747.0, ""19"": 574.0, ""20"": 752.0, ""21"": 677.0, ""22"": 668.0, ""23"": 611.0, ""24"": 751.0, ""25"": 528.0}",07-27 14:37:27
26,68,1.0,lazy_MIP_McC,18007.0,3602.311,13090,timeout,0.0016615760528179357,324,128.00581049919128,,,,,,,"[(12, 13, 15), (1, 2, 4, 18), (10, 14, 17, 19), (0, 6, 20, 21, 25), (3, 7, 11, 23, 24), (5, 8, 9, 16, 22)]",6,4.33,True,13090,0,22613,,,,,,,"{""0"": 788.0, ""1"": 755.0, ""2"": 621.0, ""3"": 598.0, ""4"": 852.0, ""5"": 731.0, ""6"": 756.0, ""7"": 735.0, ""8"": 880.0, ""9"": 839.0, ""10"": 478.0, ""11"": 577.0, ""12"": 737.0, ""13"": 743.0, ""14"": 526.0, ""15"": 631.0, ""16"": 823.0, ""17"": 587.0, ""18"": 775.0, ""19"": 561.0, ""20"": 756.0, ""21"": 674.0, ""22"": 669.0, ""23"": 607.0, ""24"": 765.0, ""25"": 543.0}",07-27 15:37:30
26,68,1.0,lazy_MIP_DL,371.0,3601.61,6421,timeout,47.61703504043103,125,42.036001443862915,,,,,,,"[(0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,), (11,), (12,), (13,), (14,), (15,), (16,), (17,), (18,), (19,), (20,), (21,), (22,), (23,), (24,), (25,)]",26,1.0,True,6421,0,8154,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 371.0}",07-27 16:37:33
28,70,0.5,OCS_McC,18768.20523883851,3620.052,0,timeout,0.007347520509012066,,,,,,,,,"[(7,), (10,), (16,), (17,), (2, 11), (4, 27), (19, 22), (20, 23), (0, 1, 3, 5, 6, 8, 9, 12, 13, 14, 15, 18, 21, 24, 25, 26)]",9,3.11,,,,,,,,,,,"{""0"": 0.0, ""1"": 0.091, ""2"": 1450.0, ""3"": 0.0, ""4"": 1255.0, ""5"": 0.0321, ""6"": 0.0, ""7"": 583.0, ""8"": 0.0, ""9"": 0.0, ""10"": 848.0005, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0321, ""14"": 0.0, ""15"": 0.0, ""16"": 490.0, ""17"": 776.0, ""18"": 2989.8829, ""19"": 1397.0, ""20"": 0.0, ""21"": 7746.1132, ""22"": 0.0, ""23"": 1233.0, ""24"": 0.0, ""25"": 0.0321, ""26"": 0.0214, ""27"": 0.0}",07-27 19:37:54
28,70,0.5,OCS_DL,18760.00005417576,3601.586,0,timeout,0.006419882844453059,,,,,,,,,"[(7,), (10,), (17,), (20,), (2, 11), (4, 27), (8, 23), (19, 22), (0, 1, 3, 5, 6, 9, 12, 13, 14, 15, 16, 18, 21, 24, 25, 26)]",9,3.11,,,,,,,,,,,"{""0"": 10650.9998, ""1"": 0.0, ""2"": 1450.0, ""3"": 0.0, ""4"": 1255.0, ""5"": 0.0, ""6"": 0.0, ""7"": 583.0, ""8"": 0.0, ""9"": 0.0, ""10"": 848.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0002, ""17"": 776.0, ""18"": 0.0, ""19"": 1397.0, ""20"": 623.0, ""21"": 0.0, ""22"": 0.0, ""23"": 1177.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0}",07-27 20:38:15
28,70,0.5,lazy_McC,18735.000019538842,3600.556,76,timeout,0.008887931452748722,99,0.30200624465942383,,,,,,,"[(7,), (17,), (0, 9), (1, 20), (2, 11), (4, 27), (5, 13), (6, 12), (8, 23), (10, 24), (15, 26), (18, 21), (19, 22), (3, 14, 16, 25)]",14,2.0,True,73,3,57,,,,,,,"{""0"": 577.0, ""1"": 725.0, ""2"": 620.0, ""3"": 653.0, ""4"": 663.0, ""5"": 673.0, ""6"": 768.0, ""7"": 583.0, ""8"": 551.0, ""9"": 704.0, ""10"": 859.0, ""11"": 830.0, ""12"": 624.0, ""13"": 774.0, ""14"": 583.0, ""15"": 688.0, ""16"": 490.0001, ""17"": 776.0, ""18"": 889.0, ""19"": 809.0, ""20"": 648.0, ""21"": 582.0, ""22"": 588.0, ""23"": 626.0001, ""24"": 593.0, ""25"": 616.0, ""26"": 651.0, ""27"": 592.0}",07-27 21:38:18
28,70,0.5,lazy_DL,303.0,3601.366,2681,timeout,61.52140904690304,49,18.699643850326538,,,,,,,"[(0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,), (11,), (12,), (13,), (14,), (15,), (16,), (17,), (18,), (19,), (20,), (21,), (22,), (23,), (24,), (25,), (26,), (27,)]",28,1.0,True,805,1876,3365,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 303.0}",07-27 22:38:23
28,70,0.5,lazy_MIP_McC,18735.000019538842,3600.556,77,timeout,0.008892306193271441,99,0.870150089263916,,,,,,,"[(7,), (17,), (0, 9), (1, 20), (2, 11), (4, 27), (5, 13), (6, 12), (8, 23), (10, 24), (15, 26), (18, 21), (19, 22), (3, 14, 16, 25)]",14,2.0,True,74,3,58,,,,,,,"{""0"": 577.0, ""1"": 725.0, ""2"": 620.0, ""3"": 653.0, ""4"": 663.0, ""5"": 673.0, ""6"": 768.0, ""7"": 583.0, ""8"": 551.0, ""9"": 704.0, ""10"": 859.0, ""11"": 830.0, ""12"": 624.0, ""13"": 774.0, ""14"": 583.0, ""15"": 688.0, ""16"": 490.0001, ""17"": 776.0, ""18"": 889.0, ""19"": 809.0, ""20"": 648.0, ""21"": 582.0, ""22"": 588.0, ""23"": 626.0001, ""24"": 593.0, ""25"": 616.0, ""26"": 651.0, ""27"": 592.0}",07-27 23:38:28
28,70,0.5,lazy_MIP_DL,303.0,3601.405,2867,timeout,61.52423688103768,56,22.57543396949768,,,,,,,"[(0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,), (11,), (12,), (13,), (14,), (15,), (16,), (17,), (18,), (19,), (20,), (21,), (22,), (23,), (24,), (25,), (26,), (27,)]",28,1.0,True,876,1991,3761,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 303.0}",07-28 00:38:33
28,70,1.0,OCS_McC,18941.025080028056,3600.633,0,timeout,0.00023097588188732707,,,,,,,,,"[(8, 26), (5, 10, 13, 15, 16, 20), (0, 1, 2, 3, 4, 6, 7, 9, 11, 12, 14, 17, 18, 19, 21, 22, 23, 24, 25, 27)]",3,9.33,,,,,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 1218.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 4155.0004, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 13568.0247, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0}",07-28 03:38:52
28,70,1.0,OCS_DL,18941.000219618087,3600.235,0,timeout,0.00023228870338908586,,,,,,,,,"[(8, 9, 11, 13, 17), (0, 1, 2, 3, 4, 5, 6, 7, 10, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27)]",2,14.0,,,,,,,,,,,"{""0"": 15295.9899, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 3645.0, ""18"": 0.0084, ""19"": 0.0, ""20"": 0.0019, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0}",07-28 04:38:57
28,70,1.0,lazy_McC,18908.0,3600.835,14429,timeout,0.0019779987306906915,392,137.0196177959442,,,,,,,"[(9, 23), (10, 18), (6, 8, 12), (15, 19, 22), (1, 14, 17, 26), (5, 11, 24, 27), (0, 2, 3, 16, 20), (4, 7, 13, 21, 25)]",8,3.5,True,14429,0,25196,,,,,,,"{""0"": 598.0, ""1"": 751.0, ""2"": 612.0, ""3"": 668.0, ""4"": 669.0, ""5"": 705.0, ""6"": 809.0, ""7"": 583.0, ""8"": 563.0, ""9"": 706.0, ""10"": 848.0, ""11"": 843.0, ""12"": 595.0, ""13"": 747.0, ""14"": 576.0, ""15"": 719.0, ""16"": 490.0, ""17"": 791.0, ""18"": 924.0, ""19"": 842.0, ""20"": 629.0, ""21"": 597.0, ""22"": 557.0, ""23"": 598.0, ""24"": 594.0, ""25"": 627.0, ""26"": 659.0, ""27"": 608.0}",07-28 05:39:03
28,70,1.0,lazy_DL,303.0,3602.166,9697,timeout,61.526072607259515,189,73.07768082618713,,,,,,,"[(0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,), (11,), (12,), (13,), (14,), (15,), (16,), (17,), (18,), (19,), (20,), (21,), (22,), (23,), (24,), (25,), (26,), (27,)]",28,1.0,True,9697,0,14341,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 303.0}",07-28 06:39:09
28,70,1.0,lazy_MIP_McC,18916.000004875,3600.693,13588,timeout,0.0015542395376107992,303,131.0260670185089,,,,,,,"[(9, 23), (0, 3, 20), (5, 11, 18), (10, 16, 17), (15, 19, 22), (8, 24, 25, 27), (1, 2, 6, 14, 26), (4, 7, 12, 13, 21)]",8,3.5,True,13588,0,23689,,,,,,,"{""0"": 609.0, ""1"": 743.0, ""2"": 612.0, ""3"": 657.0, ""4"": 676.0, ""5"": 702.0, ""6"": 794.0, ""7"": 589.0, ""8"": 551.0, ""9"": 676.0, ""10"": 852.0, ""11"": 830.0, ""12"": 595.0, ""13"": 758.0, ""14"": 587.0, ""15"": 688.0, ""16"": 490.0, ""17"": 794.0, ""18"": 942.0, ""19"": 829.0, ""20"": 623.0, ""21"": 585.0, ""22"": 601.0, ""23"": 628.0, ""24"": 606.0, ""25"": 633.0, ""26"": 661.0, ""27"": 605.0}",07-28 07:39:17
28,70,1.0,lazy_MIP_DL,303.0,3601.459,9252,timeout,61.526072607260396,163,65.06909132003784,,,,,,,"[(0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,), (11,), (12,), (13,), (14,), (15,), (16,), (17,), (18,), (19,), (20,), (21,), (22,), (23,), (24,), (25,), (26,), (27,)]",28,1.0,True,9252,0,12860,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 303.0}",07-28 08:39:22
30,72,0.5,OCS_McC,20708.000086313557,3601.056,0,timeout,0.007875506261154144,,,,,,,,,"[(13,), (1, 21), (3, 28), (8, 9), (0, 2, 4, 5, 6, 7, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29)]",5,6.0,,,,,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1069.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 1544.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 659.0001, ""14"": 16049.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 1387.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0}",07-28 11:39:43
30,72,0.5,OCS_DL,20716.00004930204,3600.691,0,timeout,0.007537514420317292,,,,,,,,,"[(1, 21), (3, 15), (4, 6), (27, 28), (0, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 29)]",5,6.0,,,,,,,,,,,"{""0"": 15459.0, ""1"": 1387.0, ""2"": 0.0, ""3"": 1415.0, ""4"": 1259.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 1196.0, ""29"": 0.0}",07-28 12:39:46
30,72,0.5,lazy_McC,20653.00001761931,3601.007,363,timeout,0.010681659925514137,101,3.3860154151916504,,,,,,,"[(0,), (7,), (10,), (13,), (1, 5), (2, 9), (3, 17), (4, 6), (8, 20), (11, 19), (12, 26), (14, 23), (15, 22), (16, 18), (21, 25), (24, 29), (27, 28)]",17,1.76,True,187,176,590,,,,,,,"{""0"": 776.0, ""1"": 715.0, ""2"": 468.0, ""3"": 625.0, ""4"": 584.0, ""5"": 815.0, ""6"": 675.0, ""7"": 780.0, ""8"": 717.0, ""9"": 889.0, ""10"": 809.0, ""11"": 746.0, ""12"": 533.0, ""13"": 659.0, ""14"": 681.0, ""15"": 791.0, ""16"": 690.0, ""17"": 615.0, ""18"": 651.0, ""19"": 753.0, ""20"": 471.0, ""21"": 677.0, ""22"": 670.0, ""23"": 599.0, ""24"": 744.0, ""25"": 789.0, ""26"": 878.0, ""27"": 738.0, ""28"": 458.0, ""29"": 657.0}",07-28 13:39:50
30,72,0.5,lazy_DL,352.0,3600.335,3929,timeout,58.308238635997945,55,36.01394557952881,,,,,,,"[(0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,), (11,), (12,), (13,), (14,), (15,), (16,), (17,), (18,), (19,), (20,), (21,), (22,), (23,), (24,), (25,), (26,), (27,), (28,), (29,)]",30,1.0,True,1255,2674,6098,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 352.0}",07-28 14:39:55
30,72,0.5,lazy_MIP_McC,20653.00001761931,3601.594,364,timeout,0.010681659925514137,101,4.137163162231445,,,,,,,"[(0,), (7,), (10,), (13,), (1, 5), (2, 9), (3, 17), (4, 6), (8, 20), (11, 19), (12, 26), (14, 23), (15, 22), (16, 18), (21, 25), (24, 29), (27, 28)]",17,1.76,True,188,176,591,,,,,,,"{""0"": 776.0, ""1"": 715.0, ""2"": 468.0, ""3"": 625.0, ""4"": 584.0, ""5"": 815.0, ""6"": 675.0, ""7"": 780.0, ""8"": 717.0, ""9"": 889.0, ""10"": 809.0, ""11"": 746.0, ""12"": 533.0, ""13"": 659.0, ""14"": 681.0, ""15"": 791.0, ""16"": 690.0, ""17"": 615.0, ""18"": 651.0, ""19"": 753.0, ""20"": 471.0, ""21"": 677.0, ""22"": 670.0, ""23"": 599.0, ""24"": 744.0, ""25"": 789.0, ""26"": 878.0, ""27"": 738.0, ""28"": 458.0, ""29"": 657.0}",07-28 15:39:57
30,72,0.5,lazy_MIP_DL,352.0,3600.559,3978,timeout,58.30744735268152,52,48.673075675964355,,,,,,,"[(0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,), (11,), (12,), (13,), (14,), (15,), (16,), (17,), (18,), (19,), (20,), (21,), (22,), (23,), (24,), (25,), (26,), (27,), (28,), (29,)]",30,1.0,True,1093,2885,6191,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 352.0}",07-28 16:40:02
30,72,1.0,OCS_McC,20876.0,6.759,0,optimal,2.395094845755892e-05,,,,,,,,,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)]",1,30.0,,,,,,,,,,,"{""0"": 20876.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0}",07-28 19:40:16
30,72,1.0,OCS_DL,20876.0,1.556,0,optimal,2.395094845738465e-05,,,,,,,,,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)]",1,30.0,,,,,,,,,,,"{""0"": 20876.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0}",07-28 19:40:23
30,72,1.0,lazy_McC,20732.0,3601.213,18228,timeout,0.0069699016013802075,395,190.08342719078064,,,,,,,"[(13,), (15,), (19,), (1, 16), (2, 18), (10, 14), (17, 22), (24, 28), (0, 6, 11), (3, 20, 21), (4, 25, 29), (5, 12, 23, 27), (7, 8, 9, 26)]",13,2.31,True,18228,0,32106,,,,,,,"{""0"": 788.0, ""1"": 716.0, ""2"": 509.0, ""3"": 649.0, ""4"": 565.0, ""5"": 832.0, ""6"": 675.0, ""7"": 783.0, ""8"": 690.0, ""9"": 880.0, ""10"": 809.0, ""11"": 791.0, ""12"": 535.0, ""13"": 659.0, ""14"": 685.0, ""15"": 775.0, ""16"": 665.0, ""17"": 571.0, ""18"": 651.0, ""19"": 732.0, ""20"": 507.0, ""21"": 677.0, ""22"": 694.0, ""23"": 610.0, ""24"": 744.0, ""25"": 793.0, ""26"": 875.0, ""27"": 783.0, ""28"": 457.0, ""29"": 632.0}",07-28 19:40:25
30,72,1.0,lazy_DL,352.0,3601.747,9974,timeout,58.30823863636358,96,99.32812285423279,,,,,,,"[(0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,), (11,), (12,), (13,), (14,), (15,), (16,), (17,), (18,), (19,), (20,), (21,), (22,), (23,), (24,), (25,), (26,), (27,), (28,), (29,)]",30,1.0,True,9974,0,16331,,,,,,,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 352.0}",07-28 20:40:31
30,72,1.0,lazy_MIP_McC,20854.0,3600.924,14181,timeout,0.0010789297017351801,341,113.5460295677185,,,,,,,"[(0, 6, 11), (12, 14, 19), (9, 10, 13, 18), (24, 26, 27, 29), (1, 2, 4, 21, 23), (3, 5, 15, 16, 17), (7, 8, 20, 22, 25, 28)]",7,4.29,True,14181,0,21597,,,,,,,"{""0"": 786.0, ""1"": 709.0, ""2"": 514.0, ""3"": 648.0, ""4"": 565.0, ""5"": 819.0, ""6"": 700.0, ""7"": 795.0, ""8"": 691.0, ""9"": 875.0, ""10"": 830.0, ""11"": 768.0, ""12"": 533.0, ""13"": 686.0, ""14"": 696.0, ""15"": 789.0, ""16"": 677.0, ""17"": 596.0, ""18"": 651.0, ""19"": 774.0, ""20"": 499.0, ""21"": 686.0, ""22"": 683.0, ""23"": 600.0, ""24"": 763.0, ""25"": 779.0, ""26"": 865.0, ""27"": 784.0, ""28"": 431.0, ""29"": 662.0}",07-28 21:40:40
